job_id,model,mode,method,max_steps,max_new_tokens,min_tokens,temperature,top_p,top_k,target_model,draft_model,num_speculative_tokens,num_nodes,gpus_per_node,segment,gres_flag,use_system_env,ray_use_existing_env,system_pydeps_site,config,run_id,remote_repo,container,log_dir,dependency
DRY_RUN,qwen235b,sync,baseline,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_sync_baseline,
DRY_RUN,qwen235b,sync,pard,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/34e73caf94c021c3d4b8bad86ebd3616850ab4fd,11,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_sync_pard,
DRY_RUN,qwen235b,sync,pard2,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,amd/PARD2-Qwen3-8B,11,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_sync_pard2,
DRY_RUN,qwen235b,sync,eagle3,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--nvidia--Qwen3-235B-A22B-Eagle3/snapshots/33f3c01ce807376d1171301b9a148b1b28f239ba,3,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_sync_eagle3,
DRY_RUN,qwen235b,sync,suffix,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,32,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_sync_suffix,
DRY_RUN,qwen235b,async1off,baseline,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_async1off_baseline,
DRY_RUN,qwen235b,async1off,pard,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--amd--PARD-Qwen3-0.6B/snapshots/34e73caf94c021c3d4b8bad86ebd3616850ab4fd,11,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_async1off_pard,
DRY_RUN,qwen235b,async1off,pard2,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,amd/PARD2-Qwen3-8B,11,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_async1off_pard2,
DRY_RUN,qwen235b,async1off,eagle3,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--nvidia--Qwen3-235B-A22B-Eagle3/snapshots/33f3c01ce807376d1171301b9a148b1b28f239ba,3,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_async1off_eagle3,
DRY_RUN,qwen235b,async1off,suffix,20,8192,default,1.0,1.0,-1,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,32,32,4,16,none,true,true,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl,/project/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-20260618,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260618_lyris_nemorl_perfcfg_specdec_reference_recipe_osl/logs/qwen235b_async1off_suffix,
