job_id,label,step_filter,steps,completed_steps,incomplete_steps,first_step,last_step,max_steps,completed_step_span,incomplete_step_span,partial_result_state,draft_training_enabled_steps,draft_refit_steps,error_count_sum,latest_error,vllm_accepted_tokens_sum_weighted,vllm_drafted_tokens_sum_weighted,vllm_token_acceptance_pct,log_path,total_step_time_s_mean,generation_time_s_mean,policy_training_time_s_mean,policy_and_reference_logprobs_time_s_mean,prepare_for_generation_total_s_mean,e2e_tokens_per_sec_per_gpu_mean,generation_worker_tokens_per_sec_per_gpu_mean,policy_training_tokens_per_sec_per_gpu_mean,policy_logprobs_tokens_per_sec_per_gpu_mean,mean_generation_length_mean,draft_loss_mean,generation_kl_error_mean,avg_reward_mean,vllm_acceptance_rate_pct_mean_weighted_mean,vllm_acceptance_length_mean_weighted_mean,vllm_acceptance_rate_pos1_weighted_mean,vllm_acceptance_rate_pos2_weighted_mean,vllm_acceptance_rate_pos3_weighted_mean,vllm_acceptance_rate_pos4_weighted_mean,vllm_acceptance_rate_pos5_weighted_mean
2175148,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,4,"RuntimeError: CUDA error: CUBLAS_STATUS_INTERNAL_ERROR when calling `cublasSetStream(handle, stream)`",7998525.0,12743119.0,62.767404118253936,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_eagle3_retry_mlen8192_step20_osl4096_temp1/logs/qwen30ba3b_sync_eagle3/2175148-logs/ray-driver.log,,,,,,,,,,,,,,60.34285714285714,2.80980694980695,0.7756911196911197,0.5894478764478764,0.44479150579150584,,
2175185,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1/logs/qwen30ba3b_async1off_eagle3/2175185-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175184,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,5210282.0,7856115.0,66.32135603921276,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_eagle3_retry_vllm8192_osl4096_step20_temp1/logs/qwen30ba3b_sync_eagle3/2175184-logs/ray-driver.log,,,,,,,,,,,,,,66.27931034482759,2.988896551724138,0.8112413793103448,0.6515862068965518,0.5258551724137931,,
2175428,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3/2175428-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175427,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,4235195.0,20912880.0,20.25161049075976,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3/2175427-logs/ray-driver.log,,,,,,,,,,,,,,19.60909090909091,4.138041958041958,0.7657482517482517,0.5764125874125874,0.43695804195804194,0.33256643356643356,0.2550979020979021
2175430,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3/2175430-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175429,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,3691142.0,35514224.0,10.393418704573131,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k16_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3/2175429-logs/ray-driver.log,,,,,,,,,,,,,,10.300467289719627,2.6474766355140185,0.634766355140187,0.388981308411215,0.23753271028037384,0.14578971962616824,0.08977570093457944
2175416,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3/2175416-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175415,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,3967313.0,7320515.0,54.194452166275184,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3/2175415-logs/ray-driver.log,,,,,,,,,,,,,,51.36,3.568076923076923,0.7899384615384616,0.6124307692307692,0.4813076923076923,0.3832692307692308,0.3020615384615385
2175418,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3/2175418-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175417,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,3642144.0,11388010.0,31.982269070715603,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k5_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3/2175417-logs/ray-driver.log,,,,,,,,,,,,,,31.54634146341463,2.57869918699187,0.6487967479674798,0.41127642276422766,0.2591707317073171,0.15897560975609754,0.09965853658536586
2175420,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3/2175420-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175419,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,2483088.0,6255739.0,39.69296033610098,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3/2175419-logs/ray-driver.log,,,,,,,,,,,,,,39.1728,3.74256,0.7672,0.578,0.441784,0.33984,0.26056799999999997
2175422,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3/2175422-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175421,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,3420083.0,13849906.0,24.69390766984267,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k7_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3/2175421-logs/ray-driver.log,,,,,,,,,,,,,,24.209160305343513,2.696030534351145,0.6514580152671756,0.4105038167938931,0.2579923664122138,0.16268702290076334,0.10373282442748091
2175424,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3/2175424-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175423,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,2663499.0,8762562.0,30.396349834671643,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen30ba3b_sync_eagle3/2175423-logs/ray-driver.log,,,,,,,,,,,,,,30.235433070866144,3.7233858267716538,0.7444330708661417,0.5502519685039371,0.41097637795275593,0.31018110236220475,0.23386614173228346
2175426,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,3,Traceback (most recent call last):,,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen32_async1off_eagle3/2175426-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175425,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,2,Traceback (most recent call last):,3798859.0,20904273.0,18.172643459066958,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_eagle3k9_step20_recipe_osl_temp1/logs/qwen32_sync_eagle3/2175425-logs/ray-driver.log,,,,,,,,,,,,,,18.11793103448276,2.6303448275862067,0.6403379310344828,0.3938,0.23989655172413796,0.14447586206896554,0.08852413793103449
2175013,,all,20,20,0,1,20,20,1-20,,complete,0,0,2,"[rank0]:[W622 03:23:28.492146947 ProcessGroupNCCL.cpp:1575] Warning: WARNING: destroy_process_group() was not called before program exit, which can leak resources. For more info, please see https://pytorch.org/docs/stable/distributed.html#shutdown (function operator()) [repeated 7x across cluster]",,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_baseline/2175013-logs/ray-driver.log,419.3455,,218.006,88.10249999999999,,1010.7819999999999,2056.6420000000003,3819.0385,9447.783,,,0.001915,0.530415,,,,,,,
2175015,,all,1,0,1,1,1,20,,1,no_completed_step,0,0,12,"RuntimeError: CUDA error: CUBLAS_STATUS_INTERNAL_ERROR when calling `cublasSetStream(handle, stream)`",,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_eagle3/2175015-logs/ray-driver.log,,,,,,,,,,,,,,,,,,,,
2175016,,all,20,20,0,1,20,20,1-20,,complete,0,0,2,"[rank0]:[W622 03:23:28.127293437 ProcessGroupNCCL.cpp:1575] Warning: WARNING: destroy_process_group() was not called before program exit, which can leak resources. For more info, please see https://pytorch.org/docs/stable/distributed.html#shutdown (function operator()) [repeated 7x across cluster]",,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_pard/2175016-logs/ray-driver.log,438.80249999999995,,235.61950000000002,88.553,,960.2825,1953.78,3529.5885000000003,9383.9535,,,0.0019,0.526775,,,,,,,
2175014,,all,20,20,0,1,20,20,1-20,,complete,0,0,2,"[rank0]:[W622 03:42:20.013618283 ProcessGroupNCCL.cpp:1575] Warning: WARNING: destroy_process_group() was not called before program exit, which can leak resources. For more info, please see https://pytorch.org/docs/stable/distributed.html#shutdown (function operator()) [repeated 7x across cluster]",,,,tmp/lyris_nemorl_qwen30_qwen32_20260622_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_qwen30_qwen32_pr2879_clean_nonpard_step20_recipe_osl_temp1/logs/qwen30ba3b_async1off_suffix/2175014-logs/ray-driver.log,453.535,,265.3265,86.296,,932.7924999999999,1898.2990000000002,3136.3205,9623.858,,,0.0018950000000000002,0.5277350000000001,,,,,,,
