job_id,domain,temperature,method,k,queue_state,acct_state,exit_code,queue_elapsed,acct_elapsed,reason,queue_nodes,logs_dir,breakdown_json
3342212,math,0.0,baseline,0,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72065-T18,nvl72065-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline/breakdown.json
3342212,math,0.0,pard,3,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72065-T18,nvl72065-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k3/breakdown.json
3342212,math,0.0,pard,5,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72065-T18,nvl72065-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k5,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k5/breakdown.json
3342213,math,1.0,baseline,0,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72129-T18,nvl72129-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline/breakdown.json
3342213,math,1.0,pard,3,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72129-T18,nvl72129-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k3/breakdown.json
3342213,math,1.0,pard,5,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72129-T18,nvl72129-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k5,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_math_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k5/breakdown.json
3342214,swe,0.0,baseline,0,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72032-T18,nvl72032-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline/breakdown.json
3342214,swe,0.0,pard,3,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72032-T18,nvl72032-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k3,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k3/breakdown.json
3342214,swe,0.0,pard,5,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72032-T18,nvl72032-T18,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k5,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t00_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/pard_k5/breakdown.json
3342215,swe,1.0,baseline,0,RUNNING,RUNNING,0:0,0:14,00:00:14,nvl72161-T15,nvl72161-T15,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline,/lustre/fs1/portfolios/coreai/projects/coreai_dlalgo_nemorl/users/sna/SpecDec-RL-main-vllm020-20260606/vllm-runs/oci_qwen8_pard1_temp01_20260616_r2/qwen8_swe_osl32k_oci_temp01_t10_baseline_pard1_k3_k5_offset0_n4_isl4096_osl32768_bs1_2_20260616/baseline/breakdown.json
