job_id,model,mode,method,max_steps,max_new_tokens,min_tokens,temperature,top_p,top_k,target_model,draft_model,num_speculative_tokens,num_nodes,gpus_per_node,segment,gres_flag,use_system_env,ray_use_existing_env,system_pydeps_site,config,run_id,remote_repo,container,log_dir,dependency,manifest,enforce_eager,vllm_enable_prefix_caching,vllm_moe_backend,vllm_max_num_seqs,vllm_max_num_batched_tokens,wandb_enabled,wandb_project,wandb_name,wandb_url,label,step_filter,steps,completed_steps,incomplete_steps,first_step,last_step,max_steps_metric,completed_step_span,incomplete_step_span,partial_result_state,draft_training_enabled_steps,draft_refit_steps,error_count_sum,latest_error,vllm_accepted_tokens_sum_weighted,vllm_drafted_tokens_sum_weighted,vllm_token_acceptance_pct,log_path,total_step_time_s_mean,generation_time_s_mean,policy_training_time_s_mean,policy_and_reference_logprobs_time_s_mean,prepare_for_generation_total_s_mean,e2e_tokens_per_sec_per_gpu_mean,generation_worker_tokens_per_sec_per_gpu_mean,policy_training_tokens_per_sec_per_gpu_mean,policy_logprobs_tokens_per_sec_per_gpu_mean,mean_generation_length_mean,draft_loss_mean,generation_kl_error_mean,avg_reward_mean,vllm_acceptance_rate_pct_mean_weighted_mean,vllm_acceptance_length_mean_weighted_mean,vllm_acceptance_rate_pos1_weighted_mean,vllm_acceptance_rate_pos2_weighted_mean,vllm_acceptance_rate_pos3_weighted_mean,vllm_acceptance_rate_pos4_weighted_mean,vllm_acceptance_rate_pos5_weighted_mean,summary_source,exposed_generation_time_s_mean,exposed_generation_ratio_pct_mean,job_name,slurm_state,exit_code,elapsed,start,end,method_k,model_name,cluster,source_group,config_basis,source_priority,completed_last_step,gen_tps_speedup,e2e_tps_speedup,generation_time_speedup,e2e_step_time_speedup
2172803,qwen235b,sync,baseline,20,8192,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0,32,4,16,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g.yaml,20260621_lyris_nemorl_qwen235b_pr2879_step20_fixedquote_osl8192_temp1_core,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_step20_fixedquote_osl8192_temp1_core/logs/qwen235b_sync_baseline,,latest_lyris_nemorl_qwen235b_pr2879_step20_fixedquote_osl8192_temp1_core_20260621_jobs.csv,,,,,,,,,,,step>=2,12.0,11.0,1.0,2.0,13.0,20.0,2-12,13.0,partial_usable,0.0,0.0,0.0,,,,,tmp/lyris_qwen235b_pr2879_20260621_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_step20_fixedquote_osl8192_temp1_core/logs/qwen235b_sync_baseline/2172803-logs/ray-driver.log,1420.5727272727272,1346.4545454545455,36.92545454545455,12.827272727272726,21.91090909090909,16.487272727272728,17.447272727272725,618.8318181818181,1792.5290909090909,5578.213954545455,,0.0067818181818181,0.5760000000000001,,,,,,,,docs/lyris_qwen235b_pr2879_live_summary_skip_step1_20260621.csv,,,online-qwen235b-perfcfg-sync-baseline-step20-osl8192-temp1.0-N32xG4,TIMEOUT,0:0,05:00:24,2026-06-21T16:10:35,2026-06-21T21:10:59,baseline,Qwen3-235B-A22B,lyris,Lyris Qwen235B PR2879 OSL8192 2026-06-21,"performance recipe default, latest main plus PR2879 topology-aware fix",0,11/13,1.0,1.0,1.0,1.0
2174831,qwen235b,async1off,baseline,20,8192,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0,32,4,16,none,True,True,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/pard2_cache/system_pydeps_cbor2_py313,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260621_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1/logs/qwen235b_async1off_baseline,,latest_lyris_nemorl_qwen235b_pr2879_async1off_bestk_step20_osl8192_temp1_20260621_jobs.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,baseline,Qwen3-235B-A22B,lyris,Lyris Qwen235B PR2879 OSL8192 2026-06-21,"performance recipe default, latest main plus PR2879 topology-aware fix",0,0/0,,,,
2182145,qwen30ba3b,sync,baseline,20,4096,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,0,4,4,4,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen30ba3b_sync_baseline,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen30ba3b_PerfCfg_sync_baseline_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,qwen30_sync_baseline_eagerfalse,step>=2,19.0,19.0,0.0,2.0,20.0,20.0,2-20,,partial_usable_with_errors,0.0,0.0,4.0,"[rank5]:[W623 04:07:07.888991578 ProcessGroupNCCL.cpp:1826] [PG ID 0 PG GUID 0(default_pg) Rank 5] Failed to check the ""should dump"" flag on TCPStore, (maybe TCPStore server has shut down too early), with error: Connection reset by peer",,,,tmp/lyris_20260623_current_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen30ba3b_sync_baseline/2182145-logs/ray-driver.log,249.4521052631579,100.94894736842105,94.37842105263158,45.27368421052632,6.832105263157895,1647.1705263157896,4071.9005263157896,4355.176842105263,9085.257894736842,3101.361336842105,,0.0019105263157894,0.5221736842105263,,,,,,,,docs/lyris_20260623_current_plus_eagerfalse_summary_skip_step1.csv,,,,SUBMITTED,,,,,baseline,Qwen3-30B-A3B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0,19/20,1.0,1.0,1.0,1.0
2182149,qwen30ba3b,async1off,baseline,20,4096,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,0,4,4,4,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen30ba3b_async1off_baseline,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen30ba3b_PerfCfg_async1off_baseline_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,qwen30_async_baseline_eagerfalse,step>=2,19.0,19.0,0.0,2.0,20.0,20.0,2-20,,partial_usable_with_errors,0.0,0.0,2.0,"[rank0]:[W623 07:51:11.562082272 ProcessGroupNCCL.cpp:1575] Warning: WARNING: destroy_process_group() was not called before program exit, which can leak resources. For more info, please see https://pytorch.org/docs/stable/distributed.html#shutdown (function operator()) [repeated 7x across cluster]WA",,,,tmp/lyris_20260623_current_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen30ba3b_async1off_baseline/2182149-logs/ray-driver.log,301.11842105263156,,208.3205263157895,84.92157894736842,,1378.1931578947367,2815.7152631578947,3984.5389473684218,9774.928421052631,,,0.0018894736842105,0.5252263157894737,,,,,,,,docs/lyris_20260623_current_plus_eagerfalse_summary_skip_step1.csv,,,,SUBMITTED,,,,,baseline,Qwen3-30B-A3B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0,19/20,1.0,1.0,,1.0
2182153,qwen32,sync,baseline,20,4096,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-32B/snapshots/9216db5781bf21249d130ec9da846c4624c16137,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-32B/snapshots/9216db5781bf21249d130ec9da846c4624c16137,0,4,4,4,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-32b-4n4g.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen32_sync_baseline,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen32_PerfCfg_sync_baseline_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,baseline,Qwen3-32B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0,0/0,,,,
2182157,qwen32,async1off,baseline,20,4096,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-32B/snapshots/9216db5781bf21249d130ec9da846c4624c16137,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-32B/snapshots/9216db5781bf21249d130ec9da846c4624c16137,0,8,4,8,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-32b-8n4g-async-1off.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen32_async1off_baseline,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen32_PerfCfg_async1off_baseline_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,baseline,Qwen3-32B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0,0/0,,,,
2182161,qwen235b,sync,baseline,20,8192,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0,32,4,16,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen235b_sync_baseline,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen235b_PerfCfg_sync_baseline_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,baseline,Qwen3-235B-A22B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0,0/0,,,,
2182165,qwen235b,async1off,baseline,20,8192,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-235B-A22B/snapshots/8efa61729e24bd65b1d152b5ab5409052aa80e65,0,32,4,16,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-235b-32n4g-async-1off.yaml,20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb/logs/qwen235b_async1off_baseline,,docs/latest_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb_20260622_jobs.csv,False,,triton,64.0,32768.0,True,nemo-rl-perfcfg-specdec-lyris,qwen235b_PerfCfg_async1off_baseline_20260622_lyris_nemorl_perfcfg_eagerfalse_triton_mnbt32768_maxseq64_core_step20_recipe_osl_temp1_wandb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBMITTED,,,,,baseline,Qwen3-235B-A22B,lyris,Lyris PerfCfg enforce_eager=false triton W&B matrix 2026-06-22,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=false, MoE backend=triton, max_num_seqs=64, max_num_batched_tokens=32768, W&B enabled",0,0/0,,,,
2191503,qwen30ba3b,sync,baseline,20,4096,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,0,4,4,4,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g.yaml,20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_sync,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_sync/logs/qwen30ba3b_sync_baseline,,docs/latest_lyris_nemorl_cudagraphoff_wandb_best_qwen30_sync_20260623_jobs.csv,True,False,triton,,,True,nemo-rl-perfcfg-specdec-lyris,qwen30ba3b_PerfCfg_sync_baseline_20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_sync,,qwen30_sync_baseline_eagertrue,step>=2,19.0,18.0,1.0,2.0,20.0,20.0,2-19,20.0,partial_usable,0.0,0.0,0.0,,,,,tmp/lyris_20260623_current_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_sync/logs/qwen30ba3b_sync_baseline/2191503-logs/ray-driver.log,413.9616666666667,262.875,95.42333333333336,45.705,7.754444444444445,994.1283333333334,1566.9205555555554,4312.735,9015.717777777778,3104.134988888889,,0.0019055555555555,0.5237666666666666,,,,,,,,docs/lyris_20260623_current_plus_eagerfalse_summary_skip_step1.csv,,,,SUBMITTED,,,,,baseline,Qwen3-30B-A3B,lyris,Lyris PerfCfg CUDA-graph-disabled triton W&B matrix 2026-06-23,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=true (CUDA graph disabled), MoE backend=triton, W&B enabled",0,18/20,0.38481307326367514,0.6035369850606122,0.3840188202317491,0.6025971130897576
2191506,qwen30ba3b,async1off,baseline,20,4096,default,1.0,1.0,-1.0,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,/lustre/fsw/coreai_dlalgo_llm/users/sna/hf_home/hub/models--Qwen--Qwen3-30B-A3B/snapshots/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39,0,4,4,4,none,True,True,,examples/configs/recipes/llm/performance/grpo-qwen3-30ba3b-4n4g-async-1off.yaml,20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_async,/lustre/fsw/coreai_dlalgo_llm/users/sna/RL-latest-main-canary-pr2879-20260621,/lustre/fsw/coreai_dlalgo_llm/users/sna/containers/nemo_rl_nightly.sqsh,/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_async/logs/qwen30ba3b_async1off_baseline,,docs/latest_lyris_nemorl_cudagraphoff_wandb_best_qwen30_async_20260623_jobs.csv,True,False,triton,,,True,nemo-rl-perfcfg-specdec-lyris,qwen30ba3b_PerfCfg_async1off_baseline_20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_async,,qwen30_async_baseline_eagertrue_live,step>=2,6.0,5.0,1.0,2.0,7.0,20.0,2-6,7.0,partial_usable,0.0,0.0,0.0,,,,,tmp/lyris_20260623_current_logs/lustre/fsw/coreai_dlalgo_llm/users/sna/nemorl_reference_runs/20260623_lyris_nemorl_perfcfg_cudagraph_off_eagertrue_wandb_best_positive_qwen30_async/logs/qwen30ba3b_async1off_baseline/2191506-logs/ray-driver.log,435.386,,258.534,100.976,,959.842,1957.248,3175.018,8142.282000000001,,,0.00196,0.52218,,,,,,,,docs/lyris_20260623_current_plus_eagerfalse_summary_skip_step1.csv,,,,SUBMITTED,,,,,baseline,Qwen3-30B-A3B,lyris,Lyris PerfCfg CUDA-graph-disabled triton W&B matrix 2026-06-23,"performance recipe default plus latest-main+PR2879 topology-aware fix; enforce_eager=true (CUDA graph disabled), MoE backend=triton, W&B enabled",0,5/7,0.695115740433533,0.6964495466413501,,0.6916125485262079
