batch_size,k,output_tok_s,wall_ms_per_output_token,mean_acceptance_length,optimal
1,0,225.29109332217143,4.438701882324203,,False
1,1,369.2381917283382,2.708278889892668,1.7921225382932167,False
1,2,439.48600878678417,2.2753852910142314,2.4015240328253222,False
1,3,468.77147025664755,2.1332356242851347,2.7624831309041835,True
2,0,406.02654818890534,4.925786279052602,,False
2,1,631.8072707638856,3.1655222922362114,1.7860880941997384,False
2,2,745.7725378235718,2.681782847403724,2.3997071742313323,False
2,3,777.670771492527,2.5717823959894304,2.756393001345895,True
4,0,766.886551448663,5.2158953530270225,,False
4,1,1093.553013294994,3.6578016350095055,1.7762715540613816,False
4,2,530.4899364232235,7.540199587893426,2.3063494298183866,False
4,3,1267.7696176264442,3.1551473898616678,2.753993610223642,True
8,0,1363.7998913397428,5.865963218504966,,False
8,1,1944.6374900311787,4.113877286131995,1.8080128028254512,False
8,2,2026.3093076824766,3.9480645771448053,2.4268256554584506,False
8,3,2257.8514511594426,3.5431914689922905,2.8613342647572475,True
16,0,2254.2931040914273,7.097568621826866,,False
16,1,3190.0989518776064,5.015518402832875,1.8236751280338455,False
16,2,3296.1463237710695,4.854153435061903,2.435681100167255,False
16,3,3781.236778377572,4.23141975437602,2.922164764621969,True
32,0,3903.4489427857966,8.197878458008567,,False
32,1,5444.665724023364,5.8773121477058154,1.8224781296504915,False
32,2,5479.561298332125,5.839883570558868,2.46459935686481,False
32,3,6287.353454582366,5.08958184570929,2.9361854630977713,True
64,0,6469.248925791932,9.892956776611506,,False
64,1,9277.621720290308,6.898319626465366,1.833057053528338,False
64,2,9828.044517989185,6.5119770146395695,2.45359329077669,False
64,3,10235.213788507814,6.252922637713709,2.9198089044299427,True
128,0,10739.390894208203,11.91873927124032,,False
128,1,14141.51297981621,9.051365308838655,1.8293895101282964,False
128,2,13989.361783417771,9.149809832763367,2.443465697240865,False
128,3,15291.773499118553,8.370513728010565,2.929904844919009,True
