batch_size,k,output_tok_s,wall_ms_per_output_token,mean_acceptance_length,optimal
1,0,139.13600903235752,7.187212044923896,,False
1,1,249.0231771620185,4.01569047265582,1.8814338235294117,False
1,2,298.1829672716642,3.3536456127922776,2.5858585858585856,False
1,3,331.51614930570815,3.0164443032241195,3.004398826979472,True
2,0,266.1660219130255,7.514107118652191,,False
2,1,404.8591728511943,4.93998934472728,1.8622100954979537,False
2,2,459.27752252932663,4.3546655385737765,2.589500316255535,False
2,3,555.2035097813425,3.602282703125681,3.2015625,True
4,0,432.3556301056927,9.251643141601207,,False
4,1,610.673137898657,6.550148928711863,1.8672445255474452,False
4,2,437.2473733879261,9.148139573730951,2.561425445451704,False
4,3,809.4264779236305,4.941770635253917,3.141816788041395,True
8,0,729.1625663000361,10.97149026806754,,False
8,1,1022.9627852333017,7.820421344238326,1.8712147183179066,False
8,2,1134.5534028494128,7.051232652344197,2.58002520478891,False
8,3,1254.5572635845845,6.376751569826311,3.144666155026861,True
16,0,1272.464254442146,12.574027084960804,,False
16,1,1604.8316038994615,9.969893390136875,1.867685639329303,False
16,2,1850.2590549549539,8.647437750488152,2.587933349127379,False
16,3,2246.6088731268846,7.121844924315113,3.157915020714905,True
32,0,1993.9364191471643,16.048656162109154,,False
32,1,2574.940017329627,12.427473954591761,1.8667065663474691,False
32,2,3212.05809982705,9.962459895019649,2.591006169909824,False
32,3,3387.7657620827763,9.445753410155078,3.1622130040517074,True
64,0,3296.79083374002,19.412817866699683,,False
64,1,4638.696681837069,13.796978847656405,1.8677426713813163,False
64,2,5185.301369891478,12.342580582030749,2.581393058346137,False
64,3,5539.157384444663,11.554103911134206,3.14565040065256,True
