batch_size,k,output_tok_s,wall_ms_per_output_token,mean_acceptance_length,optimal
1,0,322.2892377628001,3.102802957187123,,False
1,1,454.1435699537062,2.2019468427174615,1.8358744394618833,False
1,2,551.2061661415643,1.8142032172825395,2.512883435582822,False
1,3,606.5288916805929,1.6487260767235057,3.010294117647059,True
1,5,590.3262586721868,1.6939785166414367,3.730909090909091,False
2,0,539.6510376590762,3.7060986830965703,,False
2,1,621.6710773514665,3.2171353515764167,1.8533272974196469,False
2,2,651.8224017202261,3.068320442380923,2.5324675324675328,False
2,3,736.0595054403356,2.7171716216116693,3.0804511278195488,False
2,5,745.8868055617544,2.681372005895355,3.773480662983425,True
4,0,915.3400599787917,4.3699606025029425,,False
4,1,1305.479419176285,3.064008471710622,1.8217623497997328,False
4,2,1186.7260507541364,3.3706178417993726,2.4958854007924414,False
4,3,1601.9436090679512,2.4969667954337638,2.9709934735315446,False
4,5,1711.8875456600133,2.336602080049488,3.67577250335871,True
8,0,1529.0085897420036,5.232148500454059,,False
8,1,2059.266451117358,3.88487851859054,1.8343228408199843,False
8,2,2463.5590103867976,3.24733443212466,2.4852851941747574,False
8,3,2612.732201612578,3.0619288096431774,3.0293845869525042,False
8,5,2892.955556793991,2.765338022982178,3.7187570877750056,True
16,0,2434.3103196910383,6.572703517122136,,False
16,1,3415.4974928454885,4.684529862345244,1.8285873813512006,False
16,2,4020.559556315659,3.9795455771489685,2.4926565710372115,False
16,3,4457.68066217155,3.5893104985689206,2.9820843943252093,False
16,5,4694.8970219408275,3.4079554727668437,3.6868539325842695,True
32,0,4051.5689682624675,7.898174818365078,,False
32,1,5908.929410777971,5.415532624510888,1.823796396847938,False
32,2,6962.615235833553,4.595974201663466,2.479827416546817,False
32,3,7184.69831920127,4.453910043025644,2.977016715116279,False
32,5,7833.151097030062,4.085201421958118,3.620075046904315,True
64,0,7005.230149927316,9.136031026855562,,False
64,1,10583.096515625486,6.047379413530507,1.824625670311303,False
64,2,12204.793645028234,5.243841220213596,2.4632665338196036,False
64,3,13958.337119173051,4.585073383282179,2.9697594346033616,False
64,5,14578.667134390504,4.389976080119595,3.6379444228742583,True
128,0,11846.486279000328,10.80489159278386,,False
128,1,18025.701453619877,7.100971927741284,1.8216823573584013,False
128,2,20886.212745316036,6.128444709474934,2.4654100473113427,False
128,3,22233.283446943624,5.757134356940696,2.9639292375515742,True
128,5,8032.1461200230615,15.935965069274971,3.603802093349084,False
