batch_size,k,output_tok_s,wall_ms_per_output_token,mean_acceptance_length,optimal
1,0,130.67033940579543,7.652846120606682,,False
1,1,226.55189677072252,4.413999680664915,1.8474729241877257,False
1,2,288.7805321449544,3.462837306145161,2.4532374100719423,False
1,3,342.5568482555688,2.919223495581491,3.0265878877400296,False
1,5,418.61628984949374,2.3888224711932082,3.9120458891013383,True
2,0,255.98475929192034,7.812965137190986,,False
2,1,437.0628920583535,4.576000471192998,1.829682610639249,False
2,2,575.0832668260273,3.477757249029878,2.5327564894932015,False
2,3,656.8479538870134,3.044844683103065,3.0827689992475547,False
2,5,810.9551930701272,2.466227501951579,3.9271332694151484,True
4,0,506.65650596344557,7.894895166487004,,False
4,1,840.1768882651525,4.760902205081408,1.8062665489849956,False
4,2,1055.912623225937,3.7881922348645958,2.467148884870404,False
4,3,1175.5547441116626,3.4026488515621622,2.9163998577018857,False
4,5,1321.0973294391624,3.0277860009739754,3.533189655172414,True
8,0,1007.637758350143,7.939361078626916,,False
8,1,1668.533279375389,4.7946301694352655,1.8241060487913558,False
8,2,2036.5545241220045,3.928203200672442,2.4576144036009,False
8,3,2249.184436274085,3.5568448149376763,2.9568747744496573,False
8,5,2411.126344659089,3.3179513872099164,3.652783964365256,True
16,0,2013.216316366184,7.947481783219246,,False
16,1,3216.0047715438573,4.97511699658304,1.8209063108145678,False
16,2,3807.264256437533,4.202492635741351,2.4689925401250847,False
16,3,4187.452893463463,3.820938505356253,2.9522651535621005,False
16,5,4423.689354158702,3.6168904999982487,3.6009003074220467,True
32,0,3799.11362822877,8.423017348633266,,False
32,1,5758.693690780398,5.556815784668601,1.8161878881987579,False
32,2,6868.966319386845,4.658633994125694,2.445601463068712,False
32,3,7452.73895308852,4.293723448711262,2.9548712862359676,True
32,5,6130.938112794104,5.219429622560057,3.6343085106382977,False
64,0,6865.413179956016,9.322090065438715,,False
64,1,10156.957241312017,6.301099677735067,1.804062801267043,False
64,2,10694.241028279563,5.984529414547524,2.4379290458206984,False
64,3,11766.981519881436,5.438947948704254,2.921866642895347,True
64,5,10920.480224538293,5.860548133789223,3.588037413849688,False
128,0,11774.170817150403,10.871253864735309,,False
128,1,15793.433913604696,8.104633906736325,1.8113061453054677,True
128,2,15032.464833747967,8.514904336422546,2.4391925847339326,False
128,3,14240.306118475728,8.988570816882202,2.9221381362638343,False
128,5,8772.20117135079,14.591548631834428,3.540320621811999,False
256,0,18320.309055900914,13.973563394529265,,False
256,1,18900.136794570706,13.544875509765575,1.813046050787697,True
256,2,12673.17635039994,20.200145008786308,2.4489264892742355,False
256,3,14008.56570760211,18.27453326367845,2.929329549644162,False
256,5,14571.887031965156,17.568074707032366,3.5952886684116043,False
